,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
5700,TXN_5348750,Tea,5.0,5.0,25.0,Credit Card,In-store,2023-07-15,7
5701,TXN_3819085,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-11-23,11
5702,TXN_2181920,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-02-11,2
5703,TXN_1173155,Coffee,1.0,2.0,2.0,Cash,In-store,2023-03-14,3
5704,TXN_4913079,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-08-19,8
5705,TXN_1476711,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-01-26,1
5706,TXN_5341644,Cake,4.0,3.0,12.0,Cash,In-store,2023-01-24,1
5707,TXN_4548274,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-05-09,5
5708,TXN_8008815,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-03-16,3
5709,TXN_3639760,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-29,1
5711,TXN_5061028,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-05-17,5
5712,TXN_6962671,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-20,1
5713,TXN_4791072,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-11-13,11
5714,TXN_7263939,Tea,3.0,4.0,12.0,Digital Wallet,In-store,2023-08-08,8
5715,TXN_4775791,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-04-13,4
5716,TXN_6724554,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-03-22,3
5717,TXN_6897608,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-28,6
5719,TXN_4226572,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-05-16,5
5720,TXN_6833530,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-05,11
5722,TXN_4321368,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-12-09,12
5723,TXN_3434549,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-05-25,5
5724,TXN_7918317,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-07-27,7
5725,TXN_3467985,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-12-10,12
5726,TXN_3526095,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-30,8
5727,TXN_8316915,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-30,5
5728,TXN_4876685,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-07-14,7
5729,TXN_7505290,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-10-21,10
5730,TXN_5709834,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-03-24,3
5731,TXN_9626624,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-10-10,10
5732,TXN_4563526,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-06-30,6
5733,TXN_5512533,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-06-13,6
5734,TXN_9399452,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-12-03,12
5735,TXN_3451212,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-29,1
5736,TXN_1934166,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-03-06,3
5737,TXN_5594695,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-01-18,1
5738,TXN_8379868,Cake,3.0,3.0,9.0,Cash,In-store,2023-01-16,1
5739,TXN_3708535,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-05-02,5
5740,TXN_5299440,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-10-21,10
5741,TXN_4107706,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-11-23,11
5742,TXN_6059878,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-01-23,1
5743,TXN_6476204,Tea,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-12-22,12
5744,TXN_5777542,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-22,10
5745,TXN_3919225,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-26,3
5746,TXN_5598744,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-10-17,10
5747,TXN_7355326,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-01-03,1
5749,TXN_6732096,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-04-02,4
5750,TXN_4392519,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-09-20,9
5751,TXN_1716710,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-02-23,2
5753,TXN_9655021,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-04-22,4
5754,TXN_3868402,Coffee,3.0,2.0,6.0,Cash,In-store,2023-01-21,1
5755,TXN_4624591,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-08-03,8
5756,TXN_9640865,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-18,3
5757,TXN_6456008,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-03-26,3
5758,TXN_9547654,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-11-19,11
5759,TXN_4986668,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-11-30,11
5760,TXN_6235329,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-10-11,10
5761,TXN_8536578,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-11-11,11
5762,TXN_4545512,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-12-18,12
5763,TXN_2156128,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-21,7
5764,TXN_9188172,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-27,8
5765,TXN_5893283,Tea,3.0,3.0,9.0,Cash,In-store,2023-08-15,8
5766,TXN_6408024,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-11-29,11
5767,TXN_4788748,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-04-30,4
5768,TXN_6460409,Salad,3.0,5.0,15.0,Cash,In-store,2023-01-03,1
5769,TXN_1067052,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-18,2
5770,TXN_8776634,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-02,6
5771,TXN_2534831,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-08-19,8
5772,TXN_9941872,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-04-08,4
5773,TXN_2055898,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-12-01,12
5774,TXN_2007418,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-06-16,6
5775,TXN_6451043,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-02-06,2
5776,TXN_2632916,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-06-17,6
5777,TXN_1926794,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-01-14,1
5778,TXN_3201783,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-12-03,12
5779,TXN_2374950,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-28,4
5780,TXN_5962196,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-11-29,11
5781,TXN_4342098,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-05-24,5
5782,TXN_7367134,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-03,10
5783,TXN_3651743,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-24,4
5784,TXN_4411007,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-17,5
5785,TXN_6026451,Juice,2.0,3.0,6.0,Cash,In-store,2023-11-06,11
5787,TXN_5093312,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-12,8
5788,TXN_6685570,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-03-14,3
5789,TXN_7905853,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-07-25,7
5790,TXN_3020475,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-09-13,9
5791,TXN_7665695,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-10-21,10
5792,TXN_2355099,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-03-18,3
5793,TXN_6071866,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-14,10
5794,TXN_4548715,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-02-16,2
5796,TXN_8344035,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-08-23,8
5797,TXN_7332192,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-11-17,11
5799,TXN_4713356,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-08,5
5800,TXN_6400461,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-01-18,1
5801,TXN_9262504,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-12-01,12
5802,TXN_6225305,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-05-05,5
5803,TXN_1266278,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-11-03,11
5805,TXN_2797871,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-09-21,9
5807,TXN_4947561,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-06-06,6
5808,TXN_3881824,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-12-30,12
5809,TXN_7606965,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-12-08,12
5810,TXN_5516374,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-07-25,7
5811,TXN_8059034,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-01-10,1
5812,TXN_2238287,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-05-22,5
5813,TXN_2086896,Tea,4.0,3.0,12.0,Cash,Takeaway,2023-11-25,11
5814,TXN_9667721,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-29,4
5815,TXN_6317991,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-03-03,3
5816,TXN_7866723,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-03-26,3
5817,TXN_7954064,Tea,5.0,3.0,15.0,Credit Card,In-store,2023-08-31,8
5818,TXN_5251180,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-06-25,6
5819,TXN_5891724,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-12-10,12
5820,TXN_9564495,Tea,4.0,3.0,12.0,Digital Wallet,In-store,2023-08-01,8
5821,TXN_5092646,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-05-08,5
5822,TXN_5261036,Tea,5.0,3.0,15.0,Cash,In-store,2023-10-03,10
5823,TXN_2638434,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-09-18,9
5824,TXN_5651620,Tea,2.0,4.0,8.0,Digital Wallet,In-store,2023-05-16,5
5825,TXN_5452210,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-04-17,4
5826,TXN_5337566,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-08,3
5827,TXN_3341779,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-07-30,7
5828,TXN_7977951,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-12-22,12
5829,TXN_8226985,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-03-08,3
5830,TXN_7604622,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-12-22,12
5831,TXN_6875870,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-09-07,9
5832,TXN_9086163,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-07-31,7
5833,TXN_5061600,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-11-23,11
5834,TXN_9987017,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-03-14,3
5835,TXN_6533576,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-14,8
5836,TXN_5229351,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-14,8
5837,TXN_5318263,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-06-12,6
5838,TXN_8866088,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-07-11,7
5841,TXN_5884081,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-07-05,7
5843,TXN_7434172,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-14,11
5844,TXN_1849406,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-11-30,11
5846,TXN_6289180,Juice,1.0,3.0,3.0,Cash,In-store,2023-03-14,3
5847,TXN_3974663,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-10-02,10
5848,TXN_9041537,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-08-28,8
5849,TXN_2798069,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-09-02,9
5850,TXN_7601706,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-11-15,11
5852,TXN_3145515,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-03-31,3
5853,TXN_6711224,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-26,3
5854,TXN_4035164,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-11-26,11
5855,TXN_1815061,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-20,1
5856,TXN_9522690,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-07-23,7
5857,TXN_2858635,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-09-28,9
5858,TXN_5492825,Tea,2.0,5.0,10.0,Digital Wallet,In-store,2023-02-25,2
5859,TXN_2083119,Tea,2.0,1.0,2.0,Digital Wallet,In-store,2023-06-11,6
5860,TXN_7030681,Juice,1.0,3.0,3.0,Cash,In-store,2023-10-01,10
5861,TXN_7738316,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-02-04,2
5863,TXN_4430474,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-08,6
5864,TXN_2329938,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-03-29,3
5865,TXN_7020104,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-01-23,1
5866,TXN_3642052,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-19,7
5867,TXN_6655913,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-04-02,4
5869,TXN_1617594,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-23,4
5870,TXN_7136372,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-22,9
5871,TXN_7648238,Cookie,3.0,1.0,3.0,Cash,In-store,2023-05-12,5
5872,TXN_1277813,Tea,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-11,9
5873,TXN_7251969,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-08-14,8
5874,TXN_5790695,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-24,4
5875,TXN_7101802,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-03-19,3
5876,TXN_3277936,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-06-21,6
5877,TXN_3233221,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-15,6
5878,TXN_6200423,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-02-03,2
5879,TXN_1522176,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-29,4
5880,TXN_6728574,Juice,3.0,3.0,9.0,Cash,In-store,2023-05-24,5
5882,TXN_5968705,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-16,12
5883,TXN_9657902,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-10-30,10
5884,TXN_8640383,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-10-08,10
5887,TXN_2561071,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-30,1
5888,TXN_6543164,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-07-10,7
5889,TXN_3209025,Salad,2.0,5.0,10.0,Cash,In-store,2023-10-12,10
5890,TXN_9975079,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-08-26,8
5892,TXN_5949517,Tea,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-31,12
5893,TXN_4103665,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-30,4
5894,TXN_8499618,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-05-23,5
5895,TXN_6183513,Tea,3.0,3.0,9.0,Digital Wallet,In-store,2023-12-22,12
5896,TXN_3919672,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-11-05,11
5897,TXN_7592199,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-09-14,9
5898,TXN_8888249,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-10-17,10
5899,TXN_8494571,Tea,5.0,1.0,5.0,Digital Wallet,In-store,2023-02-06,2
5900,TXN_7749759,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-12-26,12
5901,TXN_7556108,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-01-17,1
5902,TXN_9360886,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-25,7
5903,TXN_5303464,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-10-26,10
5904,TXN_5324330,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-20,11
5905,TXN_5862289,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-05,1
5906,TXN_8203190,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-06-16,6
5907,TXN_9699948,Coffee,5.0,2.0,10.0,Cash,In-store,2023-04-18,4
5908,TXN_8187087,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-01-31,1
5909,TXN_5409141,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-02,2
5910,TXN_9928409,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-06-17,6
5912,TXN_9952479,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-06,12
5913,TXN_7207901,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-12-11,12
5915,TXN_4321091,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-06-15,6
5916,TXN_2721997,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-20,5
5917,TXN_6738137,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-07-20,7
5918,TXN_5365699,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-22,5
5919,TXN_4807459,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-08-11,8
5920,TXN_2790608,Juice,1.0,3.0,3.0,Cash,In-store,2023-12-18,12
5921,TXN_2035137,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-03-12,3
5922,TXN_7603919,Tea,2.0,1.0,2.0,Digital Wallet,In-store,2023-09-25,9
5923,TXN_7429032,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-08-18,8
5924,TXN_5241723,Coffee,3.0,2.0,6.0,Cash,In-store,2023-07-18,7
5925,TXN_5151706,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-03-01,3
5926,TXN_6231475,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-03-18,3
5928,TXN_3442435,Tea,3.0,4.0,12.0,Digital Wallet,In-store,2023-04-01,4
5929,TXN_2631423,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-07,1
5930,TXN_1616810,Tea,2.0,1.0,2.0,Digital Wallet,In-store,2023-09-05,9
5931,TXN_6505914,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-27,1
5932,TXN_1958614,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-07-02,7
5933,TXN_6890737,Tea,4.0,4.0,16.0,Digital Wallet,In-store,2023-05-22,5
5934,TXN_6702416,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-09-14,9
5935,TXN_5649204,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-03-05,3
5936,TXN_4084177,Tea,3.0,1.0,3.0,Credit Card,In-store,2023-08-13,8
5937,TXN_2066115,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-08-18,8
5938,TXN_5029643,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-12-23,12
5939,TXN_7986904,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-08-11,8
5940,TXN_4633457,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-21,5
5941,TXN_9368550,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-09-26,9
5942,TXN_8049058,Cake,2.0,3.0,6.0,Cash,In-store,2023-04-08,4
5943,TXN_5131404,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-18,6
5944,TXN_3480562,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-12-24,12
5945,TXN_6219454,Tea,1.0,1.5,1.5,Cash,In-store,2023-11-14,11
5946,TXN_2551378,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-10-27,10
5947,TXN_9024388,Salad,1.0,5.0,5.0,Cash,In-store,2023-02-27,2
5948,TXN_3478329,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-10-29,10
5949,TXN_6308974,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-10-02,10
5950,TXN_5571904,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-08-05,8
5951,TXN_6979356,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-09-21,9
5952,TXN_9171458,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-03-29,3
5953,TXN_5537621,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-02-28,2
5954,TXN_9288156,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-11-05,11
5955,TXN_8626720,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-06-02,6
5956,TXN_9181129,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-25,9
5957,TXN_5908362,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-10-03,10
5958,TXN_2086841,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-03-16,3
5959,TXN_9944141,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-18,7
5960,TXN_2438638,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-12,8
5961,TXN_4644790,Tea,1.0,4.0,4.0,Credit Card,In-store,2023-09-19,9
5962,TXN_9216933,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-05-29,5
5963,TXN_8308356,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-11-21,11
5964,TXN_7933500,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-09-21,9
5965,TXN_1602123,Coffee,3.0,2.0,6.0,Cash,In-store,2023-04-11,4
5966,TXN_3321395,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-07-08,7
5967,TXN_7563589,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-09-19,9
5968,TXN_7864482,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-01-28,1
5969,TXN_7942343,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-06-15,6
5970,TXN_1585329,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-07-16,7
5971,TXN_6550460,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-03-15,3
5972,TXN_3416466,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-13,9
5973,TXN_5125759,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-06-15,6
5974,TXN_7321946,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-02-12,2
5975,TXN_4336291,Salad,5.0,5.0,25.0,Cash,In-store,2023-03-25,3
5976,TXN_5240229,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-06-10,6
5977,TXN_7854253,Coffee,4.0,2.0,8.0,Cash,In-store,2023-07-26,7
5978,TXN_1971201,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-11-07,11
5979,TXN_2673104,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-06-23,6
5980,TXN_7479695,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-12-12,12
5981,TXN_1084222,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-06-03,6
5982,TXN_1723062,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-09-21,9
5983,TXN_4987205,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-06-24,6
5984,TXN_8025478,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-01-24,1
5985,TXN_7529735,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-08-12,8
5987,TXN_7872478,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-25,4
5988,TXN_9464398,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-09-25,9
5989,TXN_9319656,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-12-22,12
5990,TXN_9212052,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-15,10
5992,TXN_2550923,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-08-26,8
5993,TXN_3352028,Tea,4.0,1.0,4.0,Credit Card,In-store,2023-08-26,8
5994,TXN_2682803,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-04-09,4
5996,TXN_7608637,Tea,1.0,5.0,5.0,Digital Wallet,In-store,2023-04-08,4
5998,TXN_4335735,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-04-07,4
5999,TXN_9264301,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-10-24,10
6000,TXN_6547896,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-03-02,3
6002,TXN_9868114,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-11-12,11
6004,TXN_5549557,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-27,2
6005,TXN_4668762,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-03-10,3
6006,TXN_1058466,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-12-07,12
6007,TXN_8892230,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-03-02,3
6008,TXN_3332915,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-01-19,1
6009,TXN_9596023,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-30,11
6010,TXN_6122423,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-09-28,9
6011,TXN_8934637,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-01-07,1
6012,TXN_4846406,Cookie,3.0,1.0,3.0,Cash,In-store,2023-05-22,5
6013,TXN_8917300,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-03-04,3
6014,TXN_7742182,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-09,11
6015,TXN_8131533,Cake,1.0,3.0,3.0,Cash,In-store,2023-07-18,7
6016,TXN_1836754,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-10,9
6017,TXN_2531878,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-01-06,1
6018,TXN_8126586,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-11-19,11
6019,TXN_4522292,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-07-12,7
